track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url,estacion
In The Stars,Benson Boone,1,2022,4,29,2224,8,382199619,78,A#,Major,36,30,54,34,0,14,5,https://i.scdn.co/image/ab67616d0000b273786e4e2c43c2897fafabbfb6,Primavera
Rich - Interlude,Kendrick Lamar,1,2022,5,13,1103,0,41210087,104,G,Major,44,74,42,88,0,9,9,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,Primavera
SUPERMODEL,Mï¿½ï¿½ne,1,2022,5,13,2265,0,231657891,121,G,Major,64,80,88,0,0,12,6,Not Found,Primavera
Stefania (Kalush Orchestra),KALUSH,1,2022,3,10,555,0,53729194,105,D,Major,83,32,82,14,0,12,4,https://i.scdn.co/image/ab67616d0000b2739e9968776683d0a7099e2930,Invierno
Thousand Miles,The Kid Laroi,1,2022,4,22,2050,0,244741137,81,G,Major,38,20,66,9,0,9,8,https://i.scdn.co/image/ab67616d0000b27386322307ddfb6e9c87b82d39,Primavera
Crown,Kendrick Lamar,1,2022,5,13,1493,0,42485571,170,C#,Minor,37,14,24,80,0,11,4,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,Primavera
Auntie Diaries,Kendrick Lamar,1,2022,5,13,1545,0,37778188,78,G,Major,43,60,38,76,1,48,38,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,Primavera
PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350,0,254218729,125,G#,Major,88,28,66,6,0,13,31,https://i.scdn.co/image/ab67616d0000b27386badd635b69aea887862214,Primavera
Mirror,Kendrick Lamar,1,2022,5,13,1929,0,53603447,92,E,Minor,66,29,65,23,0,8,7,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,Primavera
Beautiful Girl,Luciano,1,2022,4,22,710,4,160035717,140,B,Minor,84,61,42,31,0,9,9,https://i.scdn.co/image/ab67616d0000b2731471ae084d0835cfc320fa6a,Primavera
Savior - Interlude,Kendrick Lamar,1,2022,5,13,1194,0,37091576,118,F,Minor,66,83,43,84,0,19,19,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,Primavera
Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,349,6,284249832,92,B,Minor,71,67,60,7,0,6,4,https://i.scdn.co/image/ab67616d0000b2733f3d35703bdcd917dad51c4f,Invierno
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,2022,5,13,1890,0,33381454,140,G#,Minor,49,50,37,87,0,11,35,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,Primavera
TUS Lï¿½ï¿½GR,"Sech, Mora",2,2022,4,1,1308,2,184622518,174,C#,Major,68,45,71,18,0,11,25,Not Found,Primavera
Where Did You Go?,"MNEK, Jax Jones",2,2022,1,26,4531,0,300983101,127,A#,Major,77,53,78,19,0,29,4,Not Found,Invierno
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,6,1657,0,121077868,96,B,Major,71,37,52,62,0,11,36,Not Found,Primavera
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,2022,4,29,1351,0,106919680,150,G#,Minor,82,82,66,13,0,11,6,https://i.scdn.co/image/ab67616d0000b27377f7f8553ace10f4d9347872,Primavera
ZOOM,Jessi,1,2022,4,13,608,0,136996305,100,F#,Major,87,46,60,1,0,13,16,https://i.scdn.co/image/ab67616d0000b273c4197378ef8cb88888716bca,Primavera
SloMo,Chanel,1,2021,12,24,1211,0,65719930,105,C#,Minor,73,59,81,13,0,9,6,https://i.scdn.co/image/ab67616d0000b273e72e1154ce7b6314ba087b0e,Invierno
FEARLESS,LE SSERAFIM,1,2022,5,2,629,0,229497852,104,G,Major,86,43,62,5,0,13,14,https://i.scdn.co/image/ab67616d0000b2739030184114911536d5f77555,Primavera
10 Things I Hate About You,Leah Kate,1,2022,3,23,1301,0,185550869,154,G#,Major,54,45,79,1,0,17,5,https://i.scdn.co/image/ab67616d0000b273596a9d381ffda7d97da5d702,Primavera
SPACE MAN,Sam Ryder,1,2022,2,22,1329,0,54682594,80,B,Major,47,33,83,18,0,10,5,https://i.scdn.co/image/ab67616d0000b273b406a48f0b5f4485044dd279,Invierno
With you,"HA SUNG WOON, Jimin",2,2022,4,24,343,2,240580042,150,D#,Major,53,14,43,64,0,13,3,Not Found,Primavera
Iris,The Goo Goo Dolls,1,1998,3,31,13101,9,1284942608,156,B,Minor,32,49,72,0,0,9,4,https://i.scdn.co/image/ab67616d0000b273eda9478c39a21e1cdc6609ca,Primavera
The Heart Part 5,Kendrick Lamar,1,2022,5,8,2939,0,71423324,98,G#,Minor,76,79,81,18,0,6,34,https://i.scdn.co/image/ab67616d0000b27389877ffdd584dc9b7168044b,Primavera
San Lucas,Kevin Kaarl,1,2019,11,7,407,1,244891912,92,G,Major,58,27,36,86,0,9,3,https://i.scdn.co/image/ab67616d0000b2733e4b5368bf7ad20f19cc4812,Oto�o
This Love (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2022,5,6,1492,0,132171975,144,E,Major,47,7,50,32,0,7,4,Not Found,Primavera
Good Looking,Suki Waterhouse,1,2017,10,20,2264,0,184706613,150,E,Major,37,27,56,8,0,13,3,https://i.scdn.co/image/ab67616d0000b27343bff43a592efe047d2ab9ff,Oto�o
Flowers,Lauren Spencer Smith,1,2021,8,9,801,0,184826429,138,D#,Major,70,31,44,84,0,9,39,https://i.scdn.co/image/ab67616d0000b273295d21d0987dcc3d88b4e993,Verano
Yet To Come,BTS,1,2022,6,10,829,0,302006641,172,C#,Major,56,68,89,4,0,33,19,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,Primavera
Run BTS,BTS,1,2022,6,10,736,0,330881149,77,G#,Major,72,70,82,2,0,4,17,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,Primavera
Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,4449,1,334733572,107,B,Major,72,36,72,26,6,11,4,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,Primavera
Matilda,Harry Styles,1,2022,5,20,3218,3,366214458,114,D,Major,51,39,29,90,0,10,4,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,Primavera
For Youth,BTS,1,2022,6,10,327,0,114546317,117,D,Major,63,29,51,43,0,25,4,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,Primavera
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,6,4576,0,448500832,160,G#,Minor,80,74,60,8,0,14,26,https://i.scdn.co/image/ab67616d0000b273cada88daf56a282fb18ecf7f,Primavera
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,2313,0,136676504,120,G,Major,88,15,56,1,0,8,6,https://i.scdn.co/image/ab67616d0000b2738f0df54fd6043164d7c07ae3,Primavera
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,3983,0,190625045,100,B,Minor,82,76,70,16,0,8,5,https://i.scdn.co/image/ab67616d0000b273210dbb988be90592f4e0a4bd,Primavera
Born Singer,BTS,1,2022,6,10,279,0,79095270,158,G#,Minor,60,68,84,4,0,24,11,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,Primavera
Little Freak,Harry Styles,1,2022,5,20,2302,0,273194684,142,D#,Major,56,40,54,72,0,10,4,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,Primavera
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,20,3559,3,333146475,170,A,Minor,80,77,85,11,0,17,14,Not Found,Primavera
True Love,"Kanye West, XXXTENTACION",2,2022,5,27,2129,0,194902696,84,F,Minor,71,39,86,2,0,51,25,https://i.scdn.co/image/ab67616d0000b273f52f6a4706fea3bde44467c3,Primavera
Pass The Dutchie,Musical Youth,1,1982,1,1,5328,0,195918494,151,G,Major,73,88,67,20,0,32,5,https://i.scdn.co/image/ab67616d0000b27392a9d95df51a8d84f90166a6,Invierno
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,8,1401,0,248511839,128,C#,Minor,82,42,75,6,0,63,6,https://i.scdn.co/image/ab67616d0000b273ab7954fdffcef5bb8e052f28,Primavera
Love Of My Life,Harry Styles,1,2022,5,20,1933,0,233671263,118,G,Major,56,20,54,67,0,6,5,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,Primavera
Grapejuice,Harry Styles,1,2022,5,20,1986,0,199587884,183,F,Major,65,88,72,36,14,20,3,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,Primavera
So Good,Halsey,1,2022,6,9,1057,0,91781263,83,D#,Minor,63,29,62,4,0,18,4,https://i.scdn.co/image/ab67616d0000b27339e6616a499bc092f469cae0,Primavera
Belly Dancer,"BYOR, Imanbek",2,2022,2,18,5115,13,383835984,122,C#,Major,85,42,80,6,0,17,14,Not Found,Invierno
Keep Driving,Harry Styles,1,2022,5,20,2094,1,236060709,165,A,Major,72,90,48,32,0,18,23,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,Primavera
Cinema,Harry Styles,1,2022,5,20,2171,0,189236868,106,A,Minor,83,90,64,35,5,9,4,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,Primavera
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,2022,5,25,896,0,160845341,77,B,Major,81,68,58,83,0,11,34,https://i.scdn.co/image/ab67616d0000b273e44e304f52a82a3463ce5761,Primavera
Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,5148,0,588955257,91,G#,Major,57,30,89,10,0,33,8,https://i.scdn.co/image/ab67616d0000b273c4576f635253db511bb43789,Invierno
Hold My Hand,Lady Gaga,1,2022,5,3,2528,0,238350348,148,G,Major,51,21,63,5,0,41,3,https://i.scdn.co/image/ab67616d0000b273b7e7edfee5626b7b1f15192a,Primavera
Daydreaming,Harry Styles,1,2022,5,20,1900,1,187703102,114,E,Minor,71,90,81,31,2,13,3,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,Primavera
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,2022,6,2,896,0,138334433,92,F#,Major,83,56,82,10,0,9,5,Not Found,Primavera
Me and Your Mama,Childish Gambino,1,2016,11,10,8775,0,445590495,118,F,Major,56,25,45,1,3,7,3,https://i.scdn.co/image/ab67616d0000b2737582716b3666a5235d5af4ea,Oto�o
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,5290,0,286739476,123,E,Minor,60,46,71,3,0,16,4,https://i.scdn.co/image/ab67616d0000b273ef4ed3c74eb9eac3754b60d2,Invierno
SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10211,0,1122364376,89,D#,Major,52,28,48,54,1,19,3,https://i.scdn.co/image/ab67616d0000b27360ba1d6104d0475c7555a6b2,Verano
Antes de Perderte,Duki,1,2022,6,2,584,8,157136970,110,F,Minor,81,61,93,49,0,12,11,https://i.scdn.co/image/ab67616d0000b273e63232b00577a053120ca08f,Primavera
295,Sidhu Moose Wala,1,2021,5,15,246,4,183273246,90,B,Minor,68,54,76,21,0,11,20,https://i.scdn.co/image/ab67616d0000b2731d1cc2e40d533d7bcebf5dae,Primavera
En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,514,0,164856284,154,F#,Minor,70,97,62,47,0,10,4,https://i.scdn.co/image/ab67616d0000b273665cfd5826ac132eb42262d3,Primavera
Master of Puppets (Remastered),Metallica,1,1986,3,3,6080,0,704171068,105,E,Minor,54,59,83,0,44,20,4,https://i.scdn.co/image/ab67616d0000b273cad4832cb7b5844343278daa,Invierno
BREAK MY SOUL,Beyoncï¿,1,2022,6,21,9724,0,354614964,115,C#,Minor,70,87,88,4,0,26,8,Not Found,Verano
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,2341,0,279717388,110,C#,Major,91,59,82,8,0,6,8,Not Found,Primavera
Massive,Drake,1,2022,6,17,5263,0,195628667,125,E,Minor,51,5,68,12,2,15,6,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,Primavera
Betty (Get Money),Yung Gravy,1,2022,6,10,2402,0,221752937,102,C#,Major,73,62,75,0,0,34,8,https://i.scdn.co/image/ab67616d0000b273633674a4e5072dabf5173069,Primavera
Ojos Marrones,Lasso,1,2022,2,6,795,11,263280370,120,G#,Minor,81,72,65,4,0,14,4,https://i.scdn.co/image/ab67616d0000b273c6fbbdf9c172f4f68a89198a,Invierno
POP!,Nayeon,1,2022,6,24,571,0,213505179,97,D,Major,80,36,86,4,0,3,5,https://i.scdn.co/image/ab67616d0000b2735fb4a9cfbeb3b7beb337ed02,Verano
Layla,"Schï¿½ï¿½rze, DJ R",2,2022,3,24,832,3,130419412,140,F,Minor,44,41,92,0,0,44,7,Not Found,Primavera
MORE,j-hope,1,2022,7,1,565,0,155795783,97,D,Major,78,31,72,1,0,11,4,https://i.scdn.co/image/ab67616d0000b273ce5bba40b16f887e0461c6e2,Verano
Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,41231,1,1553497987,125,F#,Major,45,67,90,9,11,10,5,https://i.scdn.co/image/ab67616d0000b27321ebf49b3292c3f0f575f0f5,Invierno
Last Last,Burna Boy,1,2022,5,12,4526,12,293466523,88,D#,Minor,80,55,56,13,0,8,9,https://i.scdn.co/image/ab67616d0000b27312ebde47882280b814275600,Primavera
Sticky,Drake,1,2022,6,17,2814,0,191448892,137,A#,Minor,88,8,49,9,0,9,14,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,Primavera
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,2022,7,1,1601,0,85924992,157,A,Major,88,52,69,0,0,8,23,https://i.scdn.co/image/ab67616d0000b273b629e669238964a725937c1b,Verano
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,894,4,176103902,130,F#,Major,95,83,57,54,0,10,25,https://i.scdn.co/image/ab67616d0000b27302c3ff07d407f3e30c395243,Primavera
La Loto,"Anitta, Tini, Becky G",3,2022,7,6,945,0,121189256,90,C#,Major,85,80,83,10,0,8,11,Not Found,Verano
die first,Nessa Barrett,1,2022,6,24,767,0,131746175,183,G#,Minor,44,44,67,7,0,12,13,https://i.scdn.co/image/ab67616d0000b273fe6b11174f7eaddd74e870e0,Verano
Afraid To Feel,LF System,1,2022,5,2,5898,5,244790012,128,C#,Major,58,68,91,2,0,27,11,https://i.scdn.co/image/ab67616d0000b273ced808ef1567eaf901041438,Primavera
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,10,685,2,129314708,130,D#,Minor,71,78,40,46,0,7,45,https://i.scdn.co/image/ab67616d0000b27352cf91ed2a3ed757c6faaa8a,Primavera
cï¿½ï¿½mo dormi,Rels B,1,2022,8,4,1452,35,331511413,126,C#,Major,63,56,43,24,0,12,23,Not Found,Verano
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2022,8,5,2107,0,170732845,130,E,Minor,72,18,46,7,0,28,8,https://i.scdn.co/image/ab67616d0000b273b690b30a50c94c6da49ba948,Verano
Si Te La Encuentras Por Ahï¿,Feid,1,2022,8,5,1379,4,179061440,172,G#,Minor,74,46,58,15,0,13,8,https://i.scdn.co/image/ab67616d0000b273b47e7b6440836be413b84c34,Verano
GIVENCHY,Duki,1,2022,7,20,625,4,185236961,103,G#,Major,61,38,62,14,0,23,40,https://i.scdn.co/image/ab67616d0000b273b661d9d73921e40ae97cb5e4,Verano
ALIEN SUPERSTAR,Beyoncï¿,1,2022,7,29,2688,0,171788484,122,A#,Minor,55,46,64,0,0,17,10,Not Found,Verano
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183,130,B,Major,47,56,90,0,0,10,4,https://i.scdn.co/image/ab67616d0000b273bef9b0a348ea8dd18a581025,Verano
Attention,NewJeans,1,2022,8,1,799,12,264717480,105,A#,Minor,81,70,65,24,0,8,4,https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209,Verano
THE SHADE,Rex Orange County,1,2022,3,11,1189,6,244928911,120,F,Major,90,73,51,39,0,9,6,https://i.scdn.co/image/ab67616d0000b2735b656d32ea6b0b9c54c2d2e0,Invierno
"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,2022,7,12,367,0,97610446,145,G,Major,56,43,53,24,0,12,4,https://i.scdn.co/image/ab67616d0000b27326af6664e24916047b68ab81,Verano
El Rescate,"Grupo Marca Registrada, Junior H",2,2022,7,22,527,4,287278853,99,G,Minor,79,64,59,28,0,11,14,https://i.scdn.co/image/ab67616d0000b2731857fd24035428986c831a7f,Verano
Heartless,Kanye West,1,2008,1,1,17504,34,887906111,88,A#,Minor,79,66,65,5,0,25,14,https://i.scdn.co/image/ab67616d0000b273346d77e155d854735410ed18,Invierno
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,3113,0,123473120,126,A,Major,81,90,73,28,0,29,4,https://i.scdn.co/image/ab67616d0000b2739b93a80dbfd3d789065d7b67,Verano
JGL,"Luis R Conriquez, La Adictiva",2,2022,2,18,782,9,323455692,113,G#,Major,70,97,59,55,0,27,12,Not Found,Invierno
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,2442,0,240918092,132,B,Major,82,49,88,20,0,21,3,Not Found,Primavera
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,2022,5,20,1112,4,191873381,135,G#,Major,77,74,74,47,0,34,8,Not Found,Primavera
Forget Me,Lewis Capaldi,1,2022,9,9,2520,4,239411309,102,C#,Minor,67,72,74,30,0,36,4,https://i.scdn.co/image/ab67616d0000b2737cdf9838412bb52df6e9a952,Verano
Bound 2,Kanye West,1,2013,1,1,19806,7,703301727,149,C#,Major,37,28,66,14,0,9,5,https://i.scdn.co/image/ab67616d0000b2731dacfbc31cc873d132958af9,Invierno
Talk that Talk,TWICE,1,2022,8,26,615,0,189476119,120,D#,Minor,77,78,91,14,0,33,12,https://i.scdn.co/image/ab67616d0000b273c3040848e6ef0e132c5c8340,Verano
BILLIE EILISH.,Armani White,1,2022,1,20,2537,0,277132266,100,C#,Major,90,75,50,11,0,9,26,https://i.scdn.co/image/ab67616d0000b2734f8799f23432ad98d522f0ec,Invierno
Ferxxo 100,Feid,1,2022,6,3,1647,30,278920007,164,G#,Minor,70,58,57,25,0,15,7,https://i.scdn.co/image/ab67616d0000b273b764865b38a71f70dfd0dbcb,Primavera
KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,2019,8,222410722,93,A#,Minor,65,79,66,31,0,22,7,https://i.scdn.co/image/ab67616d0000b273948cc9446ba50ec454e6804f,Primavera
Prohibidox,Feid,1,2022,9,13,1473,12,185392587,180,C#,Minor,65,52,80,5,0,6,25,https://i.scdn.co/image/ab67616d0000b273b764865b38a71f70dfd0dbcb,Verano
Static,Steve Lacy,1,2022,7,15,1613,0,202452860,79,C#,Major,34,22,31,43,63,10,7,https://i.scdn.co/image/ab67616d0000b27368968350c2550e36d96344ee,Verano
The Scientist,Coldplay,1,2002,8,5,30992,6,1608164312,146,F,Major,56,21,44,73,0,11,2,https://i.scdn.co/image/ab67616d0000b273de09e02aa7febf30b7c02d82,Verano
Sparks,Coldplay,1,2000,7,10,10826,4,624101957,103,C#,Major,37,17,27,75,5,10,3,https://i.scdn.co/image/ab67616d0000b2733d92b2ad5af9fbc8637425f0,Verano
Talk,YEAT,1,2022,9,2,920,0,148461629,140,E,Minor,70,26,76,8,0,54,23,https://i.scdn.co/image/ab67616d0000b2737aee5b36a3a60ca926bc429b,Verano
XQ Te Pones Asï¿,"Yandel, Feid",2,2022,9,13,308,0,47093942,92,A#,Major,81,48,70,13,0,15,7,Not Found,Verano
Selfish,PnB Rock,1,2016,6,23,2468,0,380319238,102,C#,Minor,64,4,60,11,0,19,4,https://i.scdn.co/image/ab67616d0000b273e9fb616403542596d3ede300,Verano
Sin Seï¿½ï,"Ovy On The Drums, Quevedo",2,2022,7,22,1097,2,209106362,118,B,Minor,82,75,85,33,1,11,4,Not Found,Verano
Lady Mi Amor,Feid,1,2022,9,13,330,0,53987404,93,D,Major,78,75,62,6,0,15,6,https://i.scdn.co/image/ab67616d0000b27373456ed697350847810e52b3,Verano
Poland,Lil Yachty,1,2022,6,23,1584,0,115331792,150,F,Minor,70,26,56,14,83,11,5,https://i.scdn.co/image/ab67616d0000b273615d6910181bc514d4c4b011,Verano
THE LONELIEST,Mï¿½ï¿½ne,1,2022,10,7,1585,5,225093344,130,D,Major,52,24,60,0,0,8,3,Not Found,Oto�o
Bye Bye,"Marshmello, Juice WRLD",2,2022,10,14,766,0,84697729,83,D#,Minor,65,24,53,6,0,51,4,https://i.scdn.co/image/ab67616d0000b2734204e8bad640cf32eca876a5,Oto�o
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,2022,8,18,836,0,159240673,102,A,Major,84,43,75,5,0,6,8,Not Found,Verano
Nxde,(G)I-DLE,1,2022,10,17,430,6,170709584,136,E,Minor,73,65,91,4,0,48,18,https://i.scdn.co/image/ab67616d0000b273ac815bdd584468a7aa0216e1,Oto�o
Miss You,Southstar,1,1982,5,16,2020,0,154356956,145,A,Major,66,24,58,17,0,19,5,https://i.scdn.co/image/ab67616d0000b2731b5f2557a7fe884d0e3d8b2a,Primavera
we fell in love in october,girl in red,1,2018,11,21,6858,0,723043854,130,G,Major,57,24,37,11,18,16,3,https://i.scdn.co/image/ab67616d0000b273d6839051c4760457e1a60b2a,Oto�o
2 Be Loved (Am I Ready),Lizzo,1,2022,7,14,3682,6,247689123,156,G,Major,72,92,77,9,0,8,11,https://i.scdn.co/image/ab67616d0000b273caa75a1b27530c05d8b76675,Verano
Celestial,Ed Sheeran,1,2022,9,29,1639,0,176474912,123,D,Major,57,50,85,5,0,16,4,https://i.scdn.co/image/ab67616d0000b27300bc0dcf5dd155f73eff5267,Oto�o
Typa Girl,BLACKPINK,1,2022,9,16,452,10,235549288,132,G,Major,92,53,62,7,0,63,10,https://i.scdn.co/image/ab67616d0000b2734aeaaeeb0755f1d8a8b51738,Verano
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2,2020,12,18,668,1,140430339,125,D#,Minor,49,13,74,0,0,9,4,https://i.scdn.co/image/ab67616d0000b273a91a5b301baac1f46e6f30eb,Oto�o
California Breeze,Lil Baby,1,2022,10,14,991,0,85559365,162,F,Minor,74,22,67,0,0,11,46,https://i.scdn.co/image/ab67616d0000b27366b04b41fa6f8908dce86695,Oto�o
Bamba (feat. Aitch & BIA),"Luciano, Aitch, Bï¿½",3,2022,9,22,869,7,146223492,138,A#,Major,80,82,81,14,0,13,36,https://i.scdn.co/image/ab67616d0000b27348064ef6df8fad8a52219c32,Verano
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,2022,7,1,648,4,187701588,161,A#,Minor,59,62,60,12,0,5,44,Not Found,Verano
Major Distribution,"Drake, 21 Savage",2,2022,11,4,1545,0,154863153,131,G#,Minor,91,23,55,1,0,7,32,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,Oto�o
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,2022,11,4,1930,0,191333656,122,E,Minor,75,45,63,6,0,35,12,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,Oto�o
Vigilante Shit,Taylor Swift,1,2022,10,21,1948,0,253650850,80,E,Minor,80,16,28,17,0,12,39,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,Oto�o
Question...?,Taylor Swift,1,2022,10,21,1608,0,223064273,109,G,Major,75,11,50,20,0,30,17,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,Oto�o
On BS,"Drake, 21 Savage",2,2022,11,4,1338,0,170413877,158,A,Major,84,33,36,2,0,39,59,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,Oto�o
Mastermind,Taylor Swift,1,2022,10,21,1936,0,218320587,126,E,Major,66,12,35,55,0,9,14,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,Oto�o
Circo Loco,"Drake, 21 Savage",2,2022,11,4,1794,0,141720999,104,C#,Major,73,25,61,1,0,32,7,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,Oto�o
Spin Bout U,"Drake, 21 Savage",2,2022,11,4,1652,2,198365537,130,G,Major,77,20,70,1,0,16,5,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,Oto�o
"Would've, Could've, Should've",Taylor Swift,1,2022,10,21,1715,0,177503916,158,G,Major,48,55,84,43,0,15,12,https://i.scdn.co/image/ab67616d0000b2737dca066ca62e4ebb583b8058,Oto�o
Con La Brisa,"Ludwig Goransson, Foudeqush",2,2022,11,4,486,0,71095708,114,D,Minor,62,25,44,51,33,14,3,Not Found,Oto�o
Privileged Rappers,"Drake, 21 Savage",2,2022,11,4,1007,0,112436403,144,F,Major,93,62,61,0,0,12,20,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,Oto�o
The Astronaut,Jin,1,2022,10,28,481,9,203436468,125,F,Major,54,22,76,0,0,14,3,https://i.scdn.co/image/ab67616d0000b27343aaff780ea621da5ce4eb0a,Oto�o
BackOutsideBoyz,Drake,1,2022,11,4,1045,0,93367537,142,F,Minor,85,40,43,4,0,39,32,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,Oto�o
Broke Boys,"Drake, 21 Savage",2,2022,11,4,1060,0,106249219,120,D,Major,64,11,53,1,0,25,27,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,Oto�o
The Great War,Taylor Swift,1,2022,10,21,1274,0,181382590,96,F,Major,57,55,74,22,0,8,4,https://i.scdn.co/image/ab67616d0000b273e0b60c608586d88252b8fbc0,Oto�o
My Mind & Me,Selena Gomez,1,2022,11,3,953,0,91473363,144,A,Major,60,24,39,57,0,8,3,https://i.scdn.co/image/ab67616d0000b2730f5397dc6aa91374897182e0,Oto�o
Bigger Than The Whole Sky,Taylor Swift,1,2022,10,21,1180,0,121871870,166,F#,Major,42,7,24,83,1,12,6,https://i.scdn.co/image/ab67616d0000b273e0b60c608586d88252b8fbc0,Oto�o
A Veces (feat. Feid),"Feid, Paulo Londra",2,2022,11,3,573,0,73513683,92,C#,Major,80,81,67,4,0,8,6,Not Found,Oto�o
En La De Ella,"Feid, Sech, Jhayco",3,2022,10,20,1320,0,133895612,97,C#,Major,82,67,77,8,0,12,5,Not Found,Oto�o
Alone,Burna Boy,1,2022,11,4,782,2,96007391,90,E,Minor,61,32,67,15,0,11,5,https://i.scdn.co/image/ab67616d0000b273992a1f56ac5382848277cff2,Oto�o
